gi_number	country	geo_loc	collection_year	host	comment	isolate
KR781552	Brazil	-	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1896dgMA_12
KR781553	Brazil	-	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1897dgMA_12
KR781554	Brazil	-	2009	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1016dgPB_09
KR781556	Brazil	-	2009	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP5635dgRN_09
KR781557	Brazil	-	2009	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP8045dgRN_09
KR781558	Brazil	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1943dgRN_10
KR781559	Brazil	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1712dgRO_07
KR781560	Brazil	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1714dgRO_07
KR781561	Brazil	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1715dgRO_07
KR781562	Brazil	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1716dgRO_07
KR781563	Brazil	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1724dgRO_07
KR781564	Brazil	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1725dgRO_07
KR781565	Brazil	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1718dgAM_07
KR781566	Brazil	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1713dgPA_07
KR781567	Brazil	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1719dgPA_07
KR781568	Brazil	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP5494dgPA_07
KR781569	Brazil	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1720dgAC_07
KR781571	Brazil	-	2006	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP3578CthPI_06
KR781572	Brazil	-	2006	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP9755CthPE_06
KR781573	Brazil	-	2006	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP9757CthPE_06
KR781575	Brazil	-	2006	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP9759CthPE_06
KR781577	Brazil	-	2006	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP9764CthPE_06
KR781579	Brazil	-	2006	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP9754CthPE_06
KR781580	Brazil	-	2008	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1719CthPE_08
KR781583	Brazil	-	2009	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP7840CthPE_09
KR781585	Brazil	-	2009	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP7845CthPE_09
KR781589	Brazil	-	2010	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP5050CthPE_10
KR781591	Brazil	-	2007	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP3327CthBA_07
KR781592	Brazil	-	2007	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP5667CthBA_07
KR781596	Brazil	-	2007	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP7781CthRN_07
KR781598	Brazil	-	2009	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP8044CthRN_09
KR781600	Brazil	-	2010	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP3453CthRN_10
KR781602	Brazil	-	2008	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP6618CthCE_08
KR781603	Brazil	-	2008	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1721CthPE_08
KR781604	Brazil	-	2009	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1014CthSE_09
KR781605	Brazil	-	2009	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP5636CthPB_09
KR902345	Mexico	Queretaro	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	T12-0022/30786
KT006769	Mexico	-	2013	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	3944
KU550103	Costa Rica	-	2014	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	LSE0453-14
KU888641	United States	-	1991	Mephitis mephitis	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	91001USA
KU938904	Peru	-	1999	Desmodus rotundus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	676@1999MadreDeDios
KX148102	Mexico	-	1991	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	91026MEX
KX148110	Mexico	-	1991	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	91014MEX
KX148111	Mexico	-	1991	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	91015MEX
KX148112	Mexico	-	1991	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	91010MEX
KX148213	United States	-	1982	skunk	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	91001USA
KX148214	Brazil	-	1995	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	95023BRE
KX148215	Brazil	-	1995	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	95022BRE
KX148216	Brazil	-	1986	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	86001BRE
KX148217	Brazil	-	1986	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	86123BRE
KX708502	Mexico	Chiapas	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	5559MxChisdog12
KX708503	Mexico	Chiapas	2014	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	2835MxChisdog14
KX708504	Mexico	Yucatan	2008	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9084MxYucdog08
AB517660	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BR-Pfx3
AB362483	Brazil	Paraiba	-	Dusicyon sp.	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BR-Pfx1
HQ450386	Mexico	-	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	DRV-Mexico
LT909544	Mexico	-	2002	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	13212
AB517659	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg335
AB645847	United States	-	-	Marmota monax	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	1088
JQ685967	United States	-	-	Mephitis mephitis	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	NC1234
AF325473	United States	-	1981	Mephitis mephitis	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	USA3-SK
AF325474	United States	-	1981	Mephitis mephitis	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	USA4-SK
AF325475	United States	-	1981	Ovis aries	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	USA2-SP
AF325476	United States	-	1981	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	USA1-DG
AF325477	Mexico	-	1991	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	MEX1-DG
AB110656	Brazil	-	1999	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct3
AB110657	Brazil	-	1999	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRhm6
AB110658	Brazil	-	1987	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg10
AB110659	Brazil	-	1989	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg12
AB110660	Brazil	-	1999	Equus caballus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRhr18
AB110661	Brazil	-	1998	Sus scrofa domesticus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRpg28
EU918614	Brazil	Piaui	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9370PIDG/2005
EU918615	Brazil	Piaui	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9371PIDG/2005
EU918616	Brazil	Piaui	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9532PIDG/2005
EU918617	Brazil	Alagoas	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9479ALDG/2005
EU918618	Brazil	Para	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8578PADG/2005
EU918619	Brazil	Para	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8581PADG/2005
EU918620	Brazil	Para	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8575PADG/2005
EU918621	Brazil	Para	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8587PADG/2005
EU918622	Brazil	Para	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8589PADG/2005
EU918623	Brazil	Para	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8590PADG/2005
EU918624	Brazil	Paraiba	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	10561PBDG/2003
EU918625	Brazil	Paraiba	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	10565PBDG/2003
EU918626	Brazil	Paraiba	2003	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	10566PBCT/2003
EU918627	Brazil	Paraiba	2003	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	10568PBCT/2003
EU918628	Brazil	Sergipe	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6049SEDG/2005
EU918629	Brazil	Sergipe	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6050SEDG/2005
EU918631	Brazil	Piaui	2005	Pseudalopex vetulus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	4371PIPve/2005
EU918633	Brazil	Piaui	2004	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6129PICth/2004
EU918635	Brazil	Piaui	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6971PICth/2005
EU918636	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6973PECth/2005
EU918637	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6975PECth/2005
EU918638	Brazil	Pernambuco	2002	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	1406PECth/2002
EU918639	Brazil	Pernambuco	2002	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	1407PECth/2002
EU918640	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6967PECth/2005
EU918643	Brazil	Bahia	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	7579BACth/2005
EU918645	Brazil	Bahia	2004	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9339BACth/2004
EU918647	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6979PECth/2005
EU918648	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6977PECth/2005
AF344305	Canada	-	2001	Western Canada skunk	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	92RBG1741
AF344307	Canada	-	1992	Western Canada skunk	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	92RBGL0867
AB247410	Brazil	An·polis	1999	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg15
AB247411	Brazil	Goi‚nia	1999	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg2
AB247412	Brazil	Rio De Janeiro	1985	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg317
AB247414	Brazil	Miranda do Norte	2003	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg322
AB247415	Brazil	Santa InÍs	2003	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg325
AB247416	Brazil	Coroat· 	2003	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg331
AB247418	Brazil	Barra do Corda	2003	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg335
AB247419	Brazil	S„o Jo„o Batista	2005	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg666
AB247420	Brazil	Monc„o	2005	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg669
AB247430	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRfx239
AB247431	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRfx240
AB247432	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRfx241
AB247433	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRfx242
AB247434	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRfx245
AB247435	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRfx246
AB247436	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRfx247
AB247437	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRfx248
AB247445	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg657
AB247446	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg659
AB247447	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg661
AB276307	Brazil	-	-	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRhm16
AB276308	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg101
AB276309	Brazil	-	-	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct112
AB276310	Brazil	-	-	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct116
AB276311	Brazil	-	-	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRhm528
AB276312	Brazil	-	-	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRhm529
AB276313	Brazil	-	-	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRhm530
AB276314	Brazil	-	-	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRhm531
AB449211	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg77
AB449212	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg96
AB449213	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg128
AB449214	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg322
AB518487	Brazil	-	-	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct9
AB518488	Brazil	-	-	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct22
AB518489	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg13
AB518490	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg117
AB518491	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg125
AB518492	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg603
AB518493	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg640
AB518494	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg642
AB518495	Brazil	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg652
U52947	United States	-	1996	Canis latrans	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	COSRV
EF203430	United States	-	-	-	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	ERA
KC791878	United States	-	-	-	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	A11_1232
KC791879	United States	-	-	-	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	A11_1233
KC791880	United States	-	-	-	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	A11_1234
KC791881	United States	-	-	-	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	A11_1235
KC792196	Mexico	-	2001	-	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	45OLD
AF461045	United States	Chippewa, Wisconsin	1998	skunk	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	3789; WIDOH #16548
AB083792	Brazil	Goi‚nia	1999	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	dg2
AB083793	Brazil	Goi‚nia	1999	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct3
AB083794	Brazil	Goi‚nia	1998	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct5
AB083795	Brazil	Goi‚nia	1999	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRhm6
AB083796	Brazil	PoÁos de Caldas	1987	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg10
AB083797	Brazil	Mogi GuaÁu	1989	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg12
AB083798	Brazil	An·polis	1999	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg15
AB083799	Brazil	An·polis	1998	Bos	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRbv17
AB083800	Brazil	Bela Vista	1999	Equus caballus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRhr18
AB083801	Brazil	Goianira	1999	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRhm23
AB083802	Brazil	Nova Aurora	1998	Sus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRpg28
EF152231	Brazil	Pernambuco	2002	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	1406CthPE/2002
EF152232	Brazil	Bahia	2004	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9336CthBA/2004
EF152233	Brazil	Pernambuco	2002	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	1407CthPE/2002
EF152235	Brazil	Pernambuco	2002	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	1403CthPE/2002
EF152236	Brazil	PiauÌ 	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	4368CthPI/2005
EF152237	Brazil	ParaÌba	2003	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	10566ctPB/2003
EF152238	Brazil	ParaÌba	2003	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	10568ctPB/2003
